Timestamp,What is your main discipline?,What sector do you work in?,What industry does your work related to?,What is your highest level of formal education?,How many years experience do you have working with subsurface data?,Do you think you have conceptual or other biases that impact your work?,Do you publish academic or industry literature?,Do you think there is a reproducibility problem in subsurface geoscience? Reproducibility = the ability to reproduce the results of your own or others' work.,"How much of the geoscience literature, do you think is reproducible? (0 = none, 10 = all)",Have you tried to reproduce your own results at a later date?,If yes please detail.,Have you tried to reproduce others' published results?,If yes please detail.,Have you published (or tried to publish) positive or negative replication findings?,If yes please detail.,Do you regularly write computer code as part of your work?,What practicalities make published results difficult to reproduce? [Access to data],What practicalities make published results difficult to reproduce? [Access to software],What practicalities make published results difficult to reproduce? [Assess to code],What practicalities make published results difficult to reproduce? [Access to journals],What practicalities make published results difficult to reproduce? [Journal standards],What practicalities make published results difficult to reproduce? [Lack of funding for reproducibility studies],What practicalities make published results difficult to reproduce? [Methods undocumented],What practicalities make published results difficult to reproduce? [Confidentiality/copyright issues],Please specify any other factors you think are important?,What factors contribute to irreproducible publications? [Reporting bias],What factors contribute to irreproducible publications? [Poor methodology],What factors contribute to irreproducible publications? [Questionable statistical validity],What factors contribute to irreproducible publications? [Poor/inadequate analysis],What factors contribute to irreproducible publications? [Poor project/experimental design],What factors contribute to irreproducible publications? [Inadequate peer review],What factors contribute to irreproducible publications? [Pressure to publish],What factors contribute to irreproducible publications? [Insufficient mentoring/supervision],What factors contribute to irreproducible publications? [Fraud],Please specify any other factors you think are important?,How could reproducibility be improved by authors? [Publish derived data (e.g. seismic horizons)],How could reproducibility be improved by authors? [Clearer separation of raw data from interpretation],How could reproducibility be improved by authors? [Detailed methods explanation],How could reproducibility be improved by authors? [More robust project/experimental design],How could reproducibility be improved by authors? [Increased statistical understanding],How could reproducibility be improved by authors? [Better teaching and mentoring],How could reproducibility be improved by authors? [Increased collaboration between research groups],How could reproducibility be improved by authors? [Pre-registration of hypotheses to third party (e.g. journal or external researcher)],Please specify any other factors you think are important?,"How could reproducibility be improved by societies (e.g. EGU, AGU, AAPG) and journals? [Incentives to publish reproduction studies]","How could reproducibility be improved by societies (e.g. EGU, AGU, AAPG) and journals? [Increased journal standards]","How could reproducibility be improved by societies (e.g. EGU, AGU, AAPG) and journals? [Modified journal correction process]","How could reproducibility be improved by societies (e.g. EGU, AGU, AAPG) and journals? [Incentives for replication studies]","How could reproducibility be improved by societies (e.g. EGU, AGU, AAPG) and journals? [Pre-registration of hypotheses to journal]",Please specify any other factors you think are important?
2020/06/09 1:04:13 PM GMT+1,Geology,Academia,"Research, Teaching and Communication;Mining & Quarrying;Oil & Gas;Natural Hazards & Risk",Doctoral (PhD),20+,Unsure,Yes (regularly),Yes (minor),8,Yes,Remapping in Newfoundland and western Ireland. very small changes,Yes,"Mapping in  Nova Scotia, South Africa, and New Zealand. Big changes",Yes,New mappingpublishedwith usual refereeing,Yes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Rarely,Sometimes,Sometimes,,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Often,Often,Rarely,,Yes,Yes,Yes,Yes,Yes,Yes,Maybe,Maybe,,Maybe,Maybe,Maybe,Maybe,Maybe,
2020/06/09 1:24:03 PM GMT+1,Geology,"Ex-Oil&Gas, currently unemployed - independent consultant soon",Oil & Gas,Post-Doctoral,15-20,Yes (regularly),Yes (sometimes),Yes (major),5,Yes,Mostly applicable to seismic interpretation in my case. I rarely get the exact same interpretation twice.,Yes,"I have in mind the example of a published seismic interpretation that was absolutely impossible to reproduce given the data, which had major implications on the area's petroleum systems.",No,,No,Often,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Often,Often,,Often,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Interpretation bias - forcing the data to fit a preconceived model when several solutions exist,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Maybe,,Yes,Maybe,Maybe,Yes,Maybe,
2020/06/09 1:54:22 PM GMT+1,Geology,Academia,"Research, Teaching and Communication",Post-Doctoral,0-5,Yes (sometimes),Yes (regularly),Yes (major),7,No,,No,,No,,No,Often,Often,,,,,,,,Sometimes,,Sometimes,Sometimes,,,Sometimes,,,,Yes,Yes,Yes,,,,Yes,Maybe,,Yes,Maybe,Yes,Yes,Maybe,
2020/06/09 3:29:56 PM GMT+1,Geology & Geophysics,Academia,"Research, Teaching and Communication;Natural Hazards & Risk",Doctoral (PhD),5-Oct,Yes (sometimes),Yes (regularly),Yes (major),3,Yes,Had to go back and reprocess seismic data and redo interpretations,No,,No,,Yes,Rarely,Often,Often,Rarely,Often,Rarely,Sometimes,Often,,Often,Often,Often,Sometimes,Rarely,Often,Often,Often,Rarely,,Yes,Yes,Yes,Maybe,Maybe,Maybe,Yes,No,"There are three major issues in my opinion: 

(1) Lack of publicly available raw data. Many 2D and 3D seismic volumes exist but are impossible to access for academic researchers, unless they directly have a collaborative agreement. It would be great if petroleum and seismic acquisition companies were more open to sharing data with academic researchers.
(2) Lack of published processed data. Almost all articles published with seismic data just point to a repository where there is raw data. However, others may not have the same software and access to algorithms to reproduce the processed images. It should be mandatory to upload SEGY-Y files of the images used in any published journal article. This would give researchers a chance to build on the interpretation of others without needed processing skills and software (not to mention that processing a seismic volume can take several years, and Masters/PhD students won't have time for that). 
(3) Lack of published interpretations. Would be nice to have published seismic horizons and faults that are published in journals. This one is a little more tricky. In my last manuscript, I did all of the interpretations in Adobe Illustrator, so I would be happy to upload .ai files with the interpretations, but I wouldn't be able to provide x,y,z grids, for example. ",Yes,Maybe,Maybe,Maybe,No,
2020/06/10 9:15:01 AM GMT+1,Geology,Academia;Industry,"Research, Teaching and Communication;Oil & Gas",Doctoral (PhD),20+,Yes (sometimes),Yes (regularly),Yes (minor),3,Yes,Mostly this relates to modelling results - improving/enhancing the model algorithm or code then trying to rerun previous models to compare the results.,Yes,I have used previous fieldwork or modelling results to test or validate my own models - check that my models generate similar results for specific test cases. ,No,,Yes,Often,Sometimes,Rarely,Rarely,Sometimes,Rarely,Sometimes,Sometimes,,Sometimes,Often,Often,Often,Often,Rarely,Often,Sometimes,Rarely,Good documentation of the method or algorithm used - sometimes this is not clear from the article,Yes,Yes,Yes,Yes,Yes,Maybe,Maybe,Maybe,Not clear what you mean by pre-registration of hypotheses,Maybe,Maybe,Maybe,No,Maybe,
2020/06/10 2:30:08 PM GMT+1,Geology,Academia,"Research, Teaching and Communication;Oil & Gas",Post-Doctoral,5-Oct,Yes (regularly),Yes (regularly),Yes (major),4,Yes,Re run numerical models or restoration workflows,No,,No,,No,Often,Sometimes,Often,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Maybe,
2020/06/10 3:06:33 PM GMT+1,Geophysics,Industry,Oil & Gas,"Masters (MSci, MSc, MS)",15-20,Yes (sometimes),Yes (sometimes),Yes (minor),3,No,,Yes,,No,,Yes,Often,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Rarely,,Maybe,Yes,Yes,No,No,No,Maybe,No,,Yes,Yes,Yes,Yes,Maybe,
2020/06/10 3:38:44 PM GMT+1,Geology & Geophysics,Academia,Oil & Gas,"Masters (MSci, MSc, MS)",0-5,Yes (regularly),Yes (regularly),Yes (minor),5,No,,No,,No,,Yes,Often,Sometimes,Rarely,Often,Often,Sometimes,Rarely,Rarely,Access to software,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Rarely,Rarely,Rarely,Rarely,,Maybe,Maybe,Maybe,No,Maybe,Maybe,Yes,Maybe,Increased collaboration between research groups,Maybe,Maybe,Maybe,Maybe,Yes,
2020/06/10 3:51:48 PM GMT+1,Geology & Geophysics,Industry,Oil & Gas,"Bachelors (BSc, BS)",0-5,Yes (sometimes),Yes (sometimes),Yes (major),6,No,,Yes,Trying to replicate the former interpretation of a single anticline in order to demonstrate that a new interpretation was needed,No,,No,Often,Sometimes,Often,Sometimes,Sometimes,Often,Often,Often,,Sometimes,Sometimes,Often,Sometimes,Sometimes,Often,Often,Sometimes,Rarely,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Maybe,Yes,Maybe,
2020/06/11 11:38:28 AM GMT+1,Geophysics,Academia,"Research, Teaching and Communication","Masters (MSci, MSc, MS)",0-5,Yes (sometimes),Yes (regularly),Yes (major),2,Yes,I rerun some notebooks from an already published article to see if there wasn't any problem with old dependencies.,Yes,I have rerun some notebooks to understand them better and modify them for inverting my own data.,No,,Yes,Often,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Often,Sometimes,Rarely,,Yes,Yes,Yes,No,Maybe,Yes,Maybe,No,,Yes,Yes,Maybe,Yes,No,
2020/06/11 3:12:05 PM GMT+1,Geology,Industry,Oil & Gas,Doctoral (PhD),20+,Unsure,Yes (sometimes),Unsure,7,Yes,"During my PhD on thermochronology I re-counted apatite fission track samples using two different sample specimens. With that data I executed thermal modelling and I re-run all the models to identify reproducable trends, as I mentioned in the publication.",Yes,"Well, published and published. I re-run as well thermal modelling on apatite fission track data with different modelling software. But that was company internal data. It  would be lovely to publish that, but I doubt I ever get the time to do so.",Yes,"Well, I published only one version of the data mentioned above, but I mentioned quote ""thermal modelling was always executed twice to identify re-producable trends"" in the publication. Does that count? ;-)",No,Rarely,Sometimes,Often,Rarely,Rarely,,Rarely,Rarely,"Lately more and more raw data is only added as supplementary data. That needs always an extra step to access it. Of course people want to write short and sweet publications, but somehow I feels it would be nice to get the entire material straight away.  ",Sometimes,Rarely,Rarely,Rarely,Rarely,Sometimes,Often,Sometimes,Rarely,"Maybe I am too positive, but I feel, in many cases there are good and understandable standards in geosciences. The data types I work with at least in the published data sets seem properly documented and presented. Industry internal is a different story, unfortunaltely. ",No,Yes,Maybe,Maybe,Maybe,Maybe,Maybe,No,"Maybe editors of journals should ask for comparison studies. I remember on the last thermochron conference one professor published results from a study, where he send the same samples to 9 different laps, a proper reproducebility study. Some ideas maybe called for by editores or association head people. To bring up such ideas. ",Yes,Maybe,No,Yes,No,"Well, funding needs to open towards such studies. Re-producability studies are not especially expensive, but they need funding."
2020/06/11 4:20:03 PM GMT+1,Geology,Industry,Oil & Gas;software development,"Masters (MSci, MSc, MS)",0-5,Yes (sometimes),No,Yes (minor),7,Yes,"send a copy of my thesis to a colleague of mine (principal geologist in the company, also worked on the same area a few months before picking up my work). My colleague helped proof-read and rephrase some paragraphs, but because english isnt my native, he commented it was quite difficult for him to understand the results of I produced, and told me to perhaps rewrite or at least rephrase some chapters. But since I did my thesis a couple of years ago, and due to the constrains/ limitations in data access, it is now abandoned... just hard to pick it up again!",Yes,"It was a coursework presentation done in my final years of university, I was assigned to work on the same topic of a paper written and published in the geolsoc journal. I kind of summarised, then re-brainstorm and further developed my own idea around the topic.",No,,Yes,Often,Often,Often,Sometimes,Rarely,Sometimes,Sometimes,Often,,Often,Sometimes,Often,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Sometimes,,Yes,Maybe,Yes,Maybe,Maybe,Maybe,Yes,Maybe,,Yes,Yes,Maybe,Maybe,Maybe,
2020/06/11 4:35:11 PM GMT+1,Geology,Currently unemployed. Worked mostly in academia.,"Research, Teaching and Communication",Post-Doctoral,0-5,Yes (sometimes),Yes (sometimes),Unsure,6,Yes,modeling with improved software,No,,No,,No,Often,Often,Often,Sometimes,Rarely,Often,Sometimes,Sometimes,,Sometimes,Often,Often,Often,Often,Sometimes,Rarely,Often,Rarely,,Maybe,Yes,Yes,Yes,Yes,Yes,Yes,Maybe,,Yes,Yes,Yes,Yes,Maybe,
2020/06/12 5:30:00 AM GMT+1,Geophysics,Industry,Oil & Gas,"Masters (MSci, MSc, MS)",0-5,Yes (regularly),No,Yes (major),2,No,,No,,No,,No,Often,Often,Often,Often,Often,Sometimes,Sometimes,Sometimes,,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,Sometimes,Rarely,,Yes,Yes,Yes,Maybe,Yes,Maybe,Yes,Maybe,,Yes,Yes,Maybe,Yes,Yes,
2020/06/12 8:14:55 PM GMT+1,Geophysics,Academia,Oil & Gas,"Masters (MSci, MSc, MS)",0-5,Yes (sometimes),Yes (sometimes),Yes (major),3,Yes,"I tried to reproduce a seismic inversion result two years after the initial study, given the information that I included in my report. The wavelet wasnâ€™t reproducible. ",Yes,"Not enough detail given in most publications, there are always some things left out that turn out to be crucial, when attempting to reproduce the algorithms/results.",No,,Yes,Sometimes,Often,Often,Rarely,Sometimes,Sometimes,Sometimes,Rarely,,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Often,Sometimes,Rarely,,Yes,Maybe,Yes,Maybe,Yes,Maybe,Maybe,Yes,,Yes,No,Maybe,Yes,Yes,
2020/06/15 9:52:06 PM GMT+1,Geology,Industry,Oil & Gas;Renewable Energy,Post-Doctoral,Oct-15,Yes (sometimes),Yes (regularly),Yes (minor),6,No,,No,,No,,No,Often,Often,Often,Often,Rarely,Sometimes,Sometimes,Sometimes,,Sometimes,Sometimes,Often,Often,Often,Often,Sometimes,Sometimes,Rarely,,Yes,Yes,Maybe,No,Yes,Maybe,Yes,Maybe,,Maybe,No,Maybe,Yes,Maybe,
2020/06/16 4:01:20 AM GMT+1,Geophysics,Industry,Oil & Gas,"Masters (MSci, MSc, MS)",5-Oct,Yes (sometimes),Yes (sometimes),Yes (minor),7,Yes,,No,,No,,No,Often,Rarely,Often,Sometimes,Rarely,Often,Sometimes,Sometimes,,Sometimes,Often,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Rarely,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Maybe,,Maybe,Yes,Yes,Yes,Maybe,
2020/06/16 7:48:14 AM GMT+1,Geology & Geophysics,Academia,"Research, Teaching and Communication;Renewable Energy",Post-Doctoral,Oct-15,Yes (sometimes),Yes (regularly),Yes (minor),8,No,,No,,No,,No,Sometimes,Often,Often,Sometimes,Sometimes,Often,Sometimes,Sometimes,,Sometimes,Often,Sometimes,Often,Sometimes,Sometimes,Often,Sometimes,Sometimes,,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,Maybe,,Yes,Maybe,Yes,Yes,Maybe,
2020/06/17 9:42:29 PM GMT+1,Geophysics,Academia,Oil & Gas;Renewable Energy;Natural Hazards & Risk,Doctoral (PhD),5-Oct,Yes (regularly),Yes (regularly),Yes (major),3,Yes,,Yes,,No,,Yes,Often,Often,Often,Rarely,Rarely,Sometimes,Often,Rarely,,Often,Often,Often,Sometimes,Sometimes,Often,Often,Rarely,Rarely,,Yes,Yes,Yes,Yes,Maybe,Maybe,Yes,No,,Yes,Yes,Yes,Maybe,No,
2020/06/18 3:20:02 AM GMT+1,Geophysics,Government,"Research, Teaching and Communication;Oil & Gas",Doctoral (PhD),20+,Yes (sometimes),Yes (sometimes),Yes (major),5,Yes,It is not possible without proper documentation and right input data and parameters.,Yes,It is impossible most of the time.,No,,Yes,Often,Sometimes,Sometimes,Rarely,Rarely,Often,Often,Often,,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Often,Often,Often,,Maybe,Maybe,Yes,Yes,Maybe,Yes,Yes,Maybe,,Yes,Yes,Yes,Maybe,Maybe,
2020/06/18 9:48:06 AM GMT+1,Geology & Geophysics,Academia,Oil & Gas;Natural Hazards & Risk,"Masters (MSci, MSc, MS)",0-5,Yes (regularly),Yes (sometimes),Yes (major),5,No,,No,,No,,No,Often,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Often,"The word limit of certain journals does not permit sufficiently thorough documentation of methodologies, especially if they are complex. The obvious solution would be to include this in the supplementary but to the best of my knowledge this is seldom done. This should be encouraged / required. ",Often,Often,Often,Often,Often,Often,Often,Often,Sometimes,In geoscience we carry forward a lot of uncertainty in the form of assumptions based on methodologies or interpretations in previous studies.,Maybe,Yes,Yes,Maybe,Maybe,Maybe,Yes,Maybe,,Yes,Maybe,No,Yes,Maybe,
2020/06/18 2:41:20 PM GMT+1,Geophysics,Industry,Oil & Gas,"Masters (MSci, MSc, MS)",5-Oct,Yes (regularly),Yes (sometimes),Yes (major),1,No,,Yes,Painfull,No,,Yes,Rarely,Rarely,Often,Rarely,Rarely,Rarely,Often,Sometimes,Too much good work hidden in reports that are simply not reproducible ,,Often,Often,,Often,,,,,,Maybe,Yes,Yes,Yes,Yes,,,,,Maybe,Maybe,,,,
2020/06/18 3:58:20 PM GMT+1,Geology,Industry,Oil & Gas,Doctoral (PhD),Oct-15,Yes (regularly),No,Yes (minor),7,Yes,"Log analysis to link with seismic data in order to build depositional environment maps. Used different and better seismic the 2nd time and it created a different map, scope was similar and boundaries different",Yes,Mapping similar area on my companies seismic data. Scale was so regional that the maps were very similar,No,,No,Rarely,Rarely,Sometimes,Rarely,Rarely,,Sometimes,Often,,Sometimes,Sometimes,Often,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Rarely,,Yes,Yes,Yes,Maybe,Yes,Maybe,Yes,Maybe,,No,Maybe,Maybe,Yes,Maybe,
2020/06/18 4:20:53 PM GMT+1,Geology,Academia,Renewable Energy;Environmental Geology and Contaminated Land;Hydrogeology,Doctoral (PhD),5-Oct,Yes (sometimes),Yes (regularly),Yes (minor),5,Yes,re-run of water samples to check effects of sample preservation,No,(no time!),No,,No,Often,Often,Often,Sometimes,Sometimes,Often,Often,Often,time!,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Often,Often,Rarely,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Maybe,,Yes,Yes,Yes,Yes,Yes,
2020/06/18 4:22:42 PM GMT+1,Geology,Academia,"Research, Teaching and Communication;Mining & Quarrying;Oil & Gas;Engineering Geology;Environmental Geology and Contaminated Land;Hydrogeology;Natural Hazards & Risk",Post-Doctoral,Oct-15,Yes (sometimes),Yes (regularly),Yes (major),6,Yes,,Yes,not possible - insufficient data given,No,planned but not ready yet,Yes,Often,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Often,Rarely,,Often,Often,Sometimes,Often,Often,Often,Sometimes,Often,Rarely,,Maybe,Yes,Yes,Maybe,Maybe,Yes,Maybe,No,,Maybe,Maybe,No,Maybe,No,
2020/06/18 4:46:09 PM GMT+1,Geology,Academia,Renewable Energy,Post-Doctoral,5-Oct,Yes (sometimes),Yes (sometimes),Yes (minor),7,No,,No,,No,,No,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Poor self reflection and self awareness. Poor awareness of bias. ,Yes,Maybe,Yes,Yes,Yes,Yes,Maybe,Maybe,,Maybe,Maybe,Yes,Maybe,Maybe,
2020/06/19 5:41:04 PM GMT+1,Geophysics,Industry,"Research, Teaching and Communication;Oil & Gas","Masters (MSci, MSc, MS)",5-Oct,No,Yes (sometimes),Yes (minor),6,Yes,"Using same data and tools, results are same as expected.",Yes,"Data is not usually available. However, algorithms are reproducable.",No,,Yes,Often,Sometimes,Sometimes,Rarely,Rarely,Rarely,Often,Sometimes,,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Rarely,,Yes,Yes,Yes,Yes,Maybe,Maybe,Yes,Maybe,,Maybe,Yes,Yes,Yes,Maybe,
2020/06/21 7:41:20 AM GMT+1,Geology,Government,Oil & Gas;CCS,"Masters (MSci, MSc, MS)",20+,Yes (regularly),No,Yes (major),2,Yes,Carrying out similar evaluations for different companies - for example charge history. In my experience it is next to impossible to reproduce an interpretation as the data is always different in some way. ,Yes,"I was inspired by the repro zoo that Agile did a couple of years ago and tried to reproduce the results of some key papers I have relied on in my career. I found that either the data provided in the papers were insufficient to reproduce the analysis (even using some time consuming data reconstruction techniques) or, surprisingly often, some visualisations appeared not to show what they apparently claimed to show. ",No,,Yes,Often,Often,Rarely,Often,Rarely,Rarely,Often,Sometimes,,Often,Sometimes,Sometimes,Sometimes,Often,Rarely,Rarely,Rarely,Sometimes,,Yes,Yes,Maybe,Yes,Maybe,Maybe,Maybe,Maybe,,Maybe,Yes,Maybe,Maybe,Maybe,
2020/06/21 8:15:38 AM GMT+1,Geophysics,Industry,Oil & Gas,"Masters (MSci, MSc, MS)",5-Oct,Yes (regularly),Yes (sometimes),Yes (major),3,Yes,More thorough modeling results for a paper,Yes,Comparison of published methodologies for my MSc thesis,No,,No,Sometimes,Often,Often,Sometimes,Often,Sometimes,Often,Sometimes,Changing software versions and bug fixes,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Rarely,,Maybe,Yes,Yes,Yes,Yes,Maybe,Maybe,Maybe,,Yes,Yes,Maybe,Maybe,No,
